60;3782.00;9.50;509.00;big
60;3854.00;9.50;724.00;big
61;2491.00;9.50;826.00;big
61;2296.00;9.50;872.00;big
62;2650.69;9.50;605.29;big
62;2854.33;9.50;617.58;big
63;1815.61;9.50;77.32;big
63;1866.03;9.50;166.90;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3004.99;9.50;111.97;big
65;3300.00;9.50;58.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2892.78;9.50;1322.59;big
68;2824.57;9.50;1277.47;small
69;3320.00;9.70;1229.00;big
69;3198.70;9.50;1220.26;big
70;3611.19;9.50;1311.44;big
70;3582.50;9.50;1406.86;big
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;small
72;4474.00;9.50;653.00;big
73;4399.43;9.50;794.55;big
73;4429.40;9.50;744.39;small
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4690.00;9.70;1041.00;big
76;4818.00;9.50;1117.00;big
77;4712.00;9.50;1191.00;big
77;4725.00;9.50;1289.00;big
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5153.60;9.50;402.40;big
81;5259.02;9.50;285.02;big
82;4968.25;9.50;424.25;small
82;4985.06;9.50;478.11;small
83;5261.00;9.50;518.00;big
83;5388.86;9.50;372.85;big
84;5019.00;9.50;739.00;big
84;5189.44;9.50;710.40;big
84;5151.59;9.50;591.92;small
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5446.62;9.50;159.94;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;829.00;9.50;1528.00;big
89;901.00;9.50;1366.00;big
90;5068.86;9.50;1315.73;big
90;4942.00;9.50;1182.00;big
91;4882.00;9.50;521.00;big
91;4813.68;9.50;572.38;small
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4621.26;9.50;560.28;big
93;4727.69;9.50;629.04;big
94;5127.00;9.50;921.00;big
94;5024.00;9.70;1059.00;big
95;15.00;9.50;1225.00;big
95;5475.00;9.50;1177.00;big
96;5475.40;9.50;1381.87;big
96;5458.50;9.50;1539.92;big
97;5586.77;9.50;596.64;big
97;5369.48;9.50;857.87;big
98;4932.06;9.50;75.07;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3392.00;9.50;1014.00;big
100;3576.00;9.50;856.00;big
101;4106.00;9.50;810.00;big
101;4257.52;9.50;827.08;big
101;4197.92;9.50;929.69;small
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3381.00;9.50;244.00;big
103;3457.00;9.50;353.00;big
104;3726.91;9.50;890.74;big
104;3839.58;9.50;956.85;big
105;161.69;9.50;1050.24;big
105;396.70;9.50;1050.98;big
106;1043.53;9.50;1232.72;big
106;1284.00;9.50;1091.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1534.26;9.50;283.69;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;661.34;9.50;1661.83;big
114;323.44;9.50;1699.94;big
115;748.00;9.50;1471.00;big
115;578.00;9.50;1448.00;big
116;3615.00;9.70;1171.00;big
116;3548.00;9.70;1242.00;big
116;3693.00;9.70;1118.00;big
116;3704.00;9.70;1240.00;big
117;1552.86;9.70;1454.60;big
117;1591.53;9.70;1541.69;big
118;927.64;9.70;1516.85;small
118;967.40;9.70;1449.17;small
118;981.02;9.70;1539.74;small
118;1059.34;9.70;1439.66;small
119;1279.42;9.70;1423.03;big
119;1167.69;9.70;1437.08;big
119;1259.68;9.70;1353.18;small
120;1266.28;9.70;1531.17;big
120;1231.24;9.70;1647.14;big
120;1330.13;9.70;1617.13;big
121;1640.55;9.70;1735.20;big
121;1794.76;9.70;1846.12;big
121;1911.09;9.70;1735.63;small
121;1677.42;9.70;1916.98;big
122;1069.36;9.70;1765.38;big
122;1206.66;9.70;1764.84;big
123;1250.29;9.70;1221.82;big
123;1203.31;9.70;1193.11;small
124;1765.00;9.70;999.00;big
124;1632.00;9.70;910.00;big
125;2008.62;9.70;507.94;big
125;2180.00;9.70;737.00;big
125;2105.23;9.70;614.97;big
126;3149.00;9.70;1174.00;small
126;3093.00;9.70;1142.00;small
126;3009.60;9.70;1177.37;small
126;2952.72;9.70;1210.88;small
126;2847.05;9.70;1233.85;small
126;2944.58;9.70;1256.81;small
127;2944.00;9.70;1099.00;big
127;3029.03;9.70;913.40;big
127;3141.00;9.70;1077.00;big
128;3291.84;9.70;1033.25;big
128;3272.00;9.70;1126.00;big
129;3403.00;9.70;1304.00;big
129;3279.00;9.70;1302.00;big
130;3384.85;9.70;1482.71;big
130;3310.29;9.70;1472.25;big
131;3224.93;9.70;1598.83;big
131;3285.39;9.70;1601.62;big
132;3317.00;9.70;1847.00;small
132;3355.00;9.50;1786.00;big
133;3619.00;9.70;1692.00;big
133;3464.00;9.70;1715.00;big
133;3552.06;9.70;1695.88;small
134;3532.00;9.70;1336.00;small
134;3474.00;9.70;1371.00;small
135;3517.55;9.70;1417.53;big
135;3439.00;9.70;1437.00;big
136;3855.80;9.70;1556.15;big
136;4000.55;9.70;1524.21;big
136;3904.11;9.70;1420.86;big
136;4014.70;9.70;1428.56;small
137;3674.40;9.70;1409.11;big
137;3722.00;9.70;1491.00;big
137;3612.55;9.70;1510.47;big
137;3547.35;9.70;1483.28;small
138;3697.29;9.70;1728.47;big
138;3658.49;9.70;1621.06;big
138;3693.33;9.70;1668.13;small
139;3154.00;9.70;157.00;big
139;3265.00;9.70;213.00;big
140;2844.05;9.70;828.38;big
140;2960.00;9.70;794.00;big
141;4225.00;9.70;1055.00;big
141;4148.00;9.70;1039.00;big
142;4410.00;9.70;943.00;big
142;4462.00;9.70;853.00;big
142;4386.08;9.70;894.23;small
143;4598.00;9.70;1271.00;big
143;4654.00;9.70;1341.00;big
143;4602.66;9.70;1382.25;small
144;4465.60;9.70;1312.21;big
144;4457.00;9.70;1216.00;big
145;4051.00;9.70;1302.00;big
145;4189.00;9.70;1384.00;big
146;4236.00;9.70;1156.00;big
146;4116.00;9.70;1145.00;big
146;4012.00;9.70;1219.00;big
147;4151.43;9.70;1911.65;big
147;3948.00;9.70;1797.00;big
147;4309.36;9.70;1977.94;small
148;4823.07;9.70;1661.93;big
148;5057.58;9.70;1771.78;big
149;4264.34;9.70;1635.20;big
149;4307.97;9.70;1761.52;big
150;3726.90;9.70;1902.99;big
150;3457.26;9.70;1812.90;big
150;3603.91;9.70;1850.16;big
151;3930.06;9.70;1652.81;big
151;3858.31;9.70;1738.28;small
151;3806.27;9.70;1660.15;big
152;4393.70;9.70;1443.16;big
152;4277.32;9.70;1528.57;big
152;4529.33;9.70;1459.83;big
153;3948.00;9.70;1029.00;big
153;4038.00;9.70;1097.00;big
154;4991.00;9.70;1283.00;big
154;4882.00;9.70;1209.00;big
154;5033.26;9.70;1388.52;small
155;4811.69;9.70;1426.36;big
155;4727.28;9.70;1521.90;big
155;4731.11;9.70;1375.02;small
155;4699.62;9.70;1438.14;small
156;4766.05;9.70;317.25;big
156;4765.58;9.70;256.15;big
156;4667.97;9.70;275.10;big
156;4868.41;9.70;320.18;big
156;4970.02;9.70;311.03;big
156;4985.64;9.70;235.45;big
156;4864.35;9.70;251.48;big
157;5475.00;9.70;62.00;big
157;5566.00;9.70;162.00;big
158;4635.23;9.70;508.50;small
158;4744.00;9.70;499.00;small
158;4490.00;9.70;539.00;small
158;4574.28;9.70;523.12;small
159;4614.10;9.70;686.90;big
159;4561.00;9.70;641.00;big
160;4748.00;9.70;777.00;big
160;4694.26;9.70;902.75;big
161;2466.00;9.70;1899.00;small
161;2545.00;9.70;1895.00;small
162;3812.00;9.70;1207.00;big
162;3884.00;9.70;1231.00;big
163;1814.09;9.70;658.17;big
163;1936.00;9.70;918.00;big
163;1864.30;9.70;804.91;big
164;4628.00;9.70;1185.00;big
164;4636.00;9.70;1102.00;big
165;4433.00;9.70;1060.00;big
165;4540.00;9.70;1044.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4956.49;9.70;587.82;big
167;5088.19;9.70;533.63;big
168;2689.00;9.70;1361.00;small
168;2726.00;9.70;1347.00;small
169;3001.33;9.50;1318.76;big
169;2939.00;9.50;1384.00;small
170;1618.59;9.50;1301.59;big
170;1476.44;9.50;1289.67;big
171;584.70;9.50;1889.62;big
171;814.78;9.50;1733.98;big
171;353.65;9.50;1845.75;small
172;488.00;9.50;691.00;big
172;307.00;9.70;711.00;big
173;2877.43;9.50;1692.79;small
173;2901.00;9.50;1649.00;big
174;2880.53;9.50;1812.67;big
174;2966.13;9.50;1908.34;big
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;348.00;9.50;1427.00;big
176;126.00;9.50;1444.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;109.00;9.55;430.00;big
178;5592.00;9.50;372.00;big
179;461.00;9.70;366.00;big
179;329.00;9.50;445.00;big
180;3546.00;9.70;363.00;big
180;3513.00;9.70;282.00;big
181;2728.00;9.70;1196.00;big
181;2606.00;9.70;1036.00;big
182;3233.27;9.70;667.21;big
182;3128.25;9.70;771.79;big
182;3269.68;9.70;749.46;small
183;3051.64;9.70;501.80;big
183;3116.62;9.70;405.15;big
184;3300.51;9.70;447.85;big
184;3301.26;9.70;328.51;big
184;3226.76;9.70;397.04;small
184;3397.53;9.70;433.19;small
185;4804.00;9.70;1260.00;big
185;4784.00;9.70;1327.00;big
186;4435.00;9.70;596.00;big
186;4377.00;9.70;660.00;big
187;4400.00;9.70;705.00;big
187;4359.00;9.70;781.00;big
188;4332.84;9.70;1069.38;big
188;4308.05;9.70;1000.70;big
188;4315.04;9.70;934.65;small
189;3861.00;9.70;1093.00;big
189;3934.00;9.70;1175.00;big
190;3048.00;9.50;1916.00;small
190;3172.79;9.70;1987.13;big
191;3107.00;9.70;1887.00;big
191;3047.00;9.70;1793.00;big
192;4898.69;9.70;428.34;big
192;4801.83;9.70;395.38;small
192;5033.54;9.70;382.62;big
193;5071.00;9.70;90.00;big
193;5097.00;9.70;174.00;big
193;5098.97;9.70;258.92;big
193;5072.53;9.70;24.03;small
194;879.35;9.70;1813.78;big
194;737.57;9.70;1982.57;big
194;817.85;9.70;1920.84;small
195;3653.69;9.70;995.79;big
195;3458.00;9.70;1025.00;big
196;1757.00;9.70;1667.00;big
196;1647.00;9.70;1593.00;big
197;1452.27;9.50;1619.80;big
197;1394.40;9.70;1508.65;big
197;1484.88;9.70;1533.83;big
198;1114.57;9.70;1527.14;big
198;1023.27;9.70;1642.81;big
198;1123.59;9.70;1658.91;big
199;4286.11;9.70;1253.08;big
199;4365.04;9.70;1196.27;big
200;1739.00;9.70;572.00;big
200;1635.00;9.70;718.00;big
201;3017.90;9.70;688.56;big
201;3035.39;9.70;586.81;big
201;3096.59;9.50;641.28;small
202;2598.58;9.70;856.21;big
202;2709.79;9.70;776.61;big
202;2742.41;9.70;865.39;small
203;2929.65;9.70;1500.44;small
203;2907.96;9.70;1528.58;small
203;2943.85;9.70;1526.31;small
204;2883.00;9.70;1469.00;big
204;2856.00;9.70;1510.00;big
205;3026.77;9.70;1581.49;big
205;3001.97;9.70;1551.32;small
206;3031.00;9.70;1276.00;small
206;3057.00;9.70;1333.00;small
207;4075.00;9.70;1665.00;big
207;4138.00;9.70;1598.00;big
208;4919.00;9.70;1434.00;big
208;4890.61;9.70;1536.46;big
209;3733.00;9.70;1593.00;big
209;3666.91;9.70;1557.74;small
210;3429.76;9.70;1659.41;big
210;3355.80;9.70;1576.75;big
210;3395.85;9.70;1616.53;small
211;4635.35;9.70;1610.63;big
211;4497.30;9.70;1671.64;big
211;4461.48;9.70;1569.08;small
211;4487.49;9.70;1797.24;big
212;3746.00;9.70;1323.00;big
212;3898.68;9.70;1313.45;big
213;5281.47;9.70;1657.32;big
213;5469.14;9.70;1967.82;big
214;2745.00;9.70;1283.00;small
214;2692.00;9.70;1290.00;small
215;1600.91;9.50;60.60;big
215;1641.05;9.50;193.50;small
216;1747.06;9.50;29.41;small
217;1731.39;9.50;52.51;small
218;1713.42;9.50;10.85;big
218;1783.75;9.50;10.45;big
219;2984.37;9.50;1658.44;small
220;3040.14;9.50;1618.16;small
220;3111.00;9.50;1646.00;small
221;3627.62;9.50;1076.52;small
222;5600.11;9.50;904.55;big
222;153.75;9.50;841.93;big
223;931.35;9.70;1688.30;small
223;897.35;9.70;1612.61;small
223;951.85;9.70;1613.10;small
223;949.53;9.70;1748.02;small
224;1729.94;9.70;2029.96;small
224;1243.98;9.70;2008.61;big
224;937.22;9.70;1995.66;big
224;1161.90;9.70;1867.80;big
225;1434.84;9.70;1784.12;big
225;1572.13;9.70;1634.80;big
226;1187.46;9.70;1297.08;big
226;1081.17;9.70;1350.36;big
227;1406.47;9.70;1169.26;small
227;1330.14;9.70;1143.78;small
228;1397.80;9.70;1416.85;big
228;1496.68;9.70;1391.62;big
229;3248.86;9.70;953.89;big
229;3303.07;9.70;873.07;big
229;3212.58;9.70;845.34;small
230;2945.91;9.70;1324.34;small
231;3196.04;9.70;582.06;big
231;3208.56;9.70;501.64;big
232;3071.98;9.70;282.57;big
232;3197.27;9.70;293.93;big
233;3352.45;9.70;556.33;big
233;3311.46;9.70;671.21;small
234;2621.12;9.70;951.66;big
234;2818.30;9.70;990.68;big
234;2775.11;9.70;1111.70;big
235;3288.59;9.70;1681.97;big
235;3359.07;9.70;1704.53;big
236;4446.14;9.70;1950.19;big
236;4896.48;9.70;1933.64;big
236;5148.33;9.70;1942.58;big
236;4607.94;9.70;1946.38;big
237;4699.87;9.70;170.75;big
237;4894.76;9.70;191.82;big
237;4769.33;9.70;191.00;big
237;4975.48;9.70;146.53;small
238;2890.05;9.50;378.65;big
238;2664.58;9.50;380.05;big
